longitude,latitude
113.310129,34.803627
116.430345,39.991845
113.788664,34.844742
113.631419,34.753439
113.631419,34.753439
113.689231,34.825456
113.746482,34.850005
116.404576,39.849533
113.6215,34.879095
113.681504,34.700893
113.648181,34.731363
113.659879,34.741952
113.933565,34.809456
113.626912,34.839488
116.304708,39.915367
